HeatMapData: X   Z
7.10,0
7.10,0
7.10,0
7.10,0
7.10,0
7.10,0
0.05,-1.0
0.18,-3.4
0.18,-3.4
0.18,-3.4
0.18,-3.4
0.18,-3.4
0.18,-3.4
0.18,-3.4
0.18,-3.4
0.18,-3.4
0.18,-3.4
0.12,-4.2
0.34,-6.0
0.42,-7.3
0.47,-8.1
0.49,-8.4
0.49,-8.4
0.49,-8.4
-0.2,-6.1
-0.2,-5.5
-0.2,-5.5
-0.2,-5.5
-0.2,-5.5
-0.9,-2.2
-1.0,-2.1
-1.0,-2.1
-1.0,-2.1
-1.2,-1.1
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
-1.9,1.25
0.48,0.13
0.55,0.11
0.55,0.11
0.55,0.11
1.18,-3.3
1.18,-3.3
1.18,-3.3
1.18,-3.3
1.18,-3.3
-1.9,-3.3
-2.3,-3.3
-2.3,-3.3
-2.3,-3.3
-1.3,-1.6
-1.3,-1.6
-1.3,-1.6
-1.3,-1.6
-0.3,-1.8
2.05,-2.3
2.05,-2.3
2.05,-2.3
2.05,-2.3
-1.2,-1.1
-1.2,-1.1
-1.2,-1.1
-2.5,-3.6
-2.7,-4.1
-2.7,-4.1
-2.7,-4.1
-2.7,-4.1
-2.7,-4.1
-2.7,-4.1
-2.7,-4.1
-2.7,-4.1
-1.1,-3.2
0.33,-2.5
0.33,-2.5
0.33,-2.5
0.33,-2.5
0.33,-2.5
-1.5,0.44
-1.5,0.45
-1.5,0.45
-1.5,0.45
-1.5,0.45
-1.5,0.45
-1.5,0.45
-0.0,-2.1
-0.0,-2.1
-0.0,-2.1
-0.0,-2.1
-0.0,-2.1
-0.0,-2.1
-0.0,-2.1
-1.8,0.81
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
-1.9,0.84
