HeatMapData: X   Z
-2,9,-6,0
1,49,5,96
1,49,5,96
1,21,-2,8
-0,5,1,05
-0,6,1,15
-0,6,1,11
-0,6,1,11
-0,6,1,11
-0,6,1,11
-0,6,1,11
-0,2,2,69
0,41,5,26
0,58,5,91
0,59,5,94
0,59,5,94
0,59,5,94
0,59,5,94
0,59,5,94
0,59,5,94
0,59,5,94
-1,1,5,30
-1,9,5,01
-1,3,5,22
-1,0,5,32
-1,0,5,33
-0,1,5,85
0,04,5,98
0,04,5,98
0,04,5,98
0,04,5,98
0,04,5,98
0,04,5,98
0,04,5,98
0,04,5,98
0,03,8,40
0,02,10,4
0,02,10,9
0,02,10,9
0,02,10,9
0,49,10,7
0,90,10,6
0,93,10,6
0,55,9,97
-0,6,8,70
-1,9,7,16
-3,2,5,82
-4,2,5,31
-4,3,5,33
-4,3,5,33
-4,3,5,33
-5,5,5,38
-5,7,5,39
-5,7,5,39
-6,5,5,55
-6,9,5,62
-6,9,5,62
-6,9,5,62
-7,4,6,02
-7,7,6,30
-7,7,6,32
-7,8,6,05
-7,3,6,46
-6,9,7,06
-6,6,7,66
-6,1,8,10
-5,8,8,17
-5,8,8,17
-5,8,9,35
-5,9,10,3
-5,9,10,3
-5,7,11,0
-6,1,11,6
-6,5,12,7
-6,8,13,7
-7,0,14,5
-7,0,14,6
-7,0,14,6
-7,0,14,6
-5,8,15,1
-5,0,15,4
-5,0,15,4
-4,2,15,7
-3,9,15,9
-3,7,16,1
-3,5,16,3
-3,2,16,5
-2,7,16,4
-2,5,15,8
-2,5,15,1
-2,7,14,2
-2,6,13,5
-2,3,13,2
-1,8,13,4
-1,4,14,0
-1,1,14,9
-0,9,15,8
-0,9,16,5
-0,8,16,8
-0,8,16,8
0,00,17,0
0,78,17,1
0,85,17,1
0,85,17,1
0,85,17,1
0,85,17,1
0,85,17,1
0,85,17,1
0,85,17,1
0,85,17,1
1,11,18,7
1,55,21,3
1,67,22,0
1,68,22,1
1,68,22,1
1,68,22,1
1,68,22,1
1,68,22,1
1,68,22,1
1,68,22,1
1,68,22,1
1,68,22,1
-0,1,21,3
-0,4,21,1
-0,4,21,1
-1,6,21,6
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-1,9,21,7
-0,7,22,4
0,90,23,3
1,09,23,4
1,09,23,4
1,09,23,4
1,29,24,7
1,37,25,2
1,37,25,3
1,44,26,4
1,43,28,2
1,43,30,4
1,42,32,8
1,42,34,8
1,43,36,0
1,43,36,1
1,43,36,1
1,43,36,1
0,68,37,7
0,56,38,0
0,56,38,0
0,56,38,0
0,56,38,0
0,56,38,0
0,56,38,0
0,56,38,0
0,56,38,0
-0,3,38,3
-0,7,38,4
0,59,38,6
0,98,38,7
1,96,38,5
2,13,38,4
3,74,38,5
4,02,38,5
4,02,38,5
4,02,38,5
4,02,38,5
4,02,38,5
4,02,38,5
4,02,38,5
4,47,38,3
5,17,38,0
5,43,37,9
5,45,37,9
5,45,37,9
5,18,37,9
3,74,38,0
3,51,38,0
2,38,37,9
2,00,37,8
1,14,37,7
1,03,37,7
1,02,37,7
1,02,37,7
