HeatMapData: X   Z
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
-4.6,-8.7
1.45,-0.7
2.91,-1.5
3.07,-1.6
3.07,-1.6
3.07,-1.6
3.73,-2.5
4.71,-3.9
4.77,-3.9
4.77,-3.9
5.31,-5.9
5.50,-6.7
5.51,-6.7
4.54,-8.0
4.07,-9.4
3.18,-9.5
2.38,-9.5
1.66,-9.5
0.69,-9.5
-0.1,-8.7
-1.1,-7.8
-1.6,-7.6
-1.6,-7.6
-1.6,-7.6
-1.6,-7.6
-2.5,-7.7
-3.9,-7.7
-4.1,-7.7
-4.1,-7.7
-4.1,-7.7
-4.5,-7.2
-5.0,-6.6
-5.0,-6.5
-5.0,-6.5
-5.0,-6.5
-5.0,-6.5
-4.5,-6.7
-2.5,-7.5
-2.1,-7.7
-1.4,-7.7
-0.6,-8.3
0.26,-9.2
1.23,-9.6
2.09,-9.6
2.93,-9.6
3.88,-9.5
4.39,-8.7
4.70,-7.5
5.19,-7.1
5.19,-7.1
7.24,-6.4
7.92,-6.2
7.97,-6.2
7.97,-6.2
8.86,-5.6
9.01,-5.5
9.01,-5.5
9.01,-5.5
9.01,-5.5
7.96,-6.1
7.16,-6.5
7.06,-6.6
7.06,-6.6
7.06,-6.6
8.54,-6.5
8.84,-6.5
8.85,-6.5
8.85,-6.5
8.85,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
11.4,-6.5
12.4,-6.5
12.4,-5.3
12.4,-4.4
12.4,-3.4
12.4,-2.6
12.4,-1.7
12.4,-0.8
12.4,0.08
12.4,0.20
12.4,0.20
12.4,0.20
12.4,0.20
12.4,0.20
12.4,0.20
12.4,0.20
12.4,0.20
12.4,0.20
12.0,1.18
12.4,1.21
12.4,2.27
12.4,2.89
12.4,2.87
12.4,2.79
12.4,2.79
11.7,1.96
11.6,1.79
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
11.5,1.78
12.4,1.34
12.4,2.91
12.4,2.91
12.4,2.91
12.4,2.91
14.7,2.29
15.3,2.13
15.3,2.13
15.3,2.13
15.3,2.13
14.8,2.16
13.5,2.22
13.5,2.22
13.5,2.22
12.4,2.05
12.4,2.92
12.4,2.92
12.4,2.92
12.4,2.92
15.3,2.41
15.6,2.33
15.6,2.34
15.6,2.34
15.6,2.34
15.6,2.34
15.6,2.34
18.6,2.04
20.1,1.88
20.6,1.83
20.6,1.83
20.6,1.83
20.7,3.60
20.7,3.85
20.7,3.85
20.7,3.85
20.7,3.85
20.7,3.85
20.7,3.85
20.7,3.85
20.7,3.85
20.7,3.85
20.7,3.85
20.7,3.85
22.7,1.59
22.9,1.33
22.9,1.33
22.9,1.33
21.4,0.09
21.3,0.05
21.3,0.05
21.9,-1.3
22.0,-1.4
22.0,-1.4
22.0,-1.4
22.0,-1.4
22.0,-1.4
22.0,-1.4
22.0,-1.4
22.0,-1.4
22.0,-1.4
